id,name,height,weight,type,description,image,hp,attack,defense,special-attack,special-defense,speed
797,Celesteela,92,9999,"['Steel', 'Flying']",It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,Celesteela.png,97,101,103,107,101,61
798,Kartana,3,1,"['Grass', 'Steel']","This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",Kartana.png,59,181,131,59,31,109
799,Guzzlord,55,8880,"['Dark', 'Dragon']","It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",Guzzlord.png,223,101,53,97,53,43
800,Necrozma,24,2300,['Psychic'],"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",Necrozma.png,97,107,101,127,89,79
801,Magearna,10,805,"['Steel', 'Fairy']","This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",Magearna.png,80,95,115,130,115,65
802,Marshadow,7,222,"['Fighting', 'Ghost']","Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",Marshadow.png,90,125,80,90,90,125
803,Poipole,6,18,['Poison'],This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,Poipole.png,67,73,67,73,67,73
804,Naganadel,36,1500,"['Poison', 'Dragon']",It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,Naganadel.png,73,73,73,127,73,121
805,Stakataka,55,8200,"['Rock', 'Steel']",It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,Stakataka.png,61,131,211,53,101,13
806,Blacephalon,18,130,"['Fire', 'Ghost']","It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",Blacephalon.png,53,127,53,151,79,107
807,Zeraora,15,445,['Electric'],"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",Zeraora.png,88,112,75,102,80,143
808,Meltan,2,80,['Steel'],"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",Meltan.png,46,65,65,55,35,34
809,Melmetal,25,8000,['Steel'],"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",Melmetal.png,135,143,143,80,65,34
810,Grookey,3,50,['Grass'],"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",Grookey.png,50,65,50,40,40,65
811,Thwackey,7,140,['Grass'],"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",Thwackey.png,70,85,70,55,60,80
812,Rillaboom,21,900,['Grass'],"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",Rillaboom.png,100,125,90,60,70,85
813,Scorbunny,3,45,['Fire'],"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",Scorbunny.png,50,71,40,40,40,69
814,Raboot,6,90,['Fire'],Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,Raboot.png,65,86,60,55,60,94
815,Cinderace,14,330,['Fire'],"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",Cinderace.png,80,116,75,65,75,119
816,Sobble,3,40,['Water'],"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",Sobble.png,50,40,40,70,40,70
817,Drizzile,7,115,['Water'],"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",Drizzile.png,65,60,55,95,55,90
818,Inteleon,19,452,['Water'],"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",Inteleon.png,70,85,65,125,65,120
819,Skwovet,3,25,['Normal'],"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",Skwovet.png,70,55,55,35,35,25
820,Greedent,6,60,['Normal'],"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",Greedent.png,120,95,95,55,75,20
821,Rookidee,2,18,['Flying'],"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",Rookidee.png,38,47,35,33,35,57
822,Corvisquire,8,160,['Flying'],"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",Corvisquire.png,68,67,55,43,55,77
823,Corviknight,22,750,"['Flying', 'Steel']",This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,Corviknight.png,98,87,105,53,85,67
824,Blipbug,4,80,['Bug'],"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",Blipbug.png,25,20,20,25,45,45
825,Dottler,4,195,"['Bug', 'Psychic']","It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",Dottler.png,50,35,80,50,90,30
826,Orbeetle,4,408,"['Bug', 'Psychic']","It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",Orbeetle.png,60,45,110,80,120,90
827,Nickit,6,89,['Dark'],"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",Nickit.png,40,28,28,47,52,50
828,Thievul,12,199,['Dark'],"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",Thievul.png,70,58,58,87,92,90
829,Gossifleur,4,22,['Grass'],"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",Gossifleur.png,40,40,60,40,60,10
830,Eldegoss,5,25,['Grass'],The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,Eldegoss.png,60,50,90,80,120,60
831,Wooloo,6,60,['Normal'],"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",Wooloo.png,42,40,55,40,45,48
832,Dubwool,13,430,['Normal'],"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",Dubwool.png,72,80,100,60,90,88
833,Chewtle,3,85,['Water'],Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,Chewtle.png,50,64,50,38,38,44
834,Drednaw,10,1155,"['Water', 'Rock']","With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",Drednaw.png,90,115,90,48,68,74
835,Yamper,3,135,['Electric'],"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",Yamper.png,59,45,50,40,50,26
836,Boltund,10,340,['Electric'],This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,Boltund.png,69,90,60,90,60,121
837,Rolycoly,3,120,['Rock'],"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",Rolycoly.png,30,40,50,40,50,30
838,Carkol,11,780,"['Rock', 'Fire']",It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,Carkol.png,80,60,90,60,70,50
839,Coalossal,28,3105,"['Rock', 'Fire']","It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",Coalossal.png,110,80,120,80,90,30
840,Applin,2,5,"['Grass', 'Dragon']","It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",Applin.png,40,40,80,40,40,20
841,Flapple,3,10,"['Grass', 'Dragon']","It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",Flapple.png,70,110,80,95,60,70
842,Appletun,4,130,"['Grass', 'Dragon']","Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",Appletun.png,110,85,80,100,80,30
843,Silicobra,22,76,['Ground'],"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",Silicobra.png,52,57,75,35,50,46
844,Sandaconda,38,655,['Ground'],"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",Sandaconda.png,72,107,125,65,70,71
845,Cramorant,8,180,"['Flying', 'Water']","It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",Cramorant.png,70,85,55,85,95,85
846,Arrokuda,5,10,['Water'],"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",Arrokuda.png,41,63,40,40,30,66
847,Barraskewda,13,300,['Water'],"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",Barraskewda.png,61,123,60,60,50,136
848,Toxel,4,110,"['Electric', 'Poison']","It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",Toxel.png,40,38,35,54,35,40
849,Toxtricity-amped,16,400,"['Electric', 'Poison']","When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",Toxtricity-amped.png,75,98,70,114,70,75
850,Sizzlipede,7,10,"['Fire', 'Bug']",It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,Sizzlipede.png,50,65,45,50,50,45
851,Centiskorch,30,1200,"['Fire', 'Bug']","When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",Centiskorch.png,100,115,65,90,90,65
852,Clobbopus,6,40,['Fighting'],"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",Clobbopus.png,50,68,60,50,50,32
853,Grapploct,16,390,['Fighting'],A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,Grapploct.png,80,118,90,70,80,42
854,Sinistea,1,2,['Ghost'],"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",Sinistea.png,40,45,45,74,54,50
855,Polteageist,2,4,['Ghost'],"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",Polteageist.png,60,65,65,134,114,70
856,Hatenna,4,34,['Psychic'],"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",Hatenna.png,42,30,45,56,53,39
857,Hattrem,6,48,['Psychic'],"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",Hattrem.png,57,40,65,86,73,49
858,Hatterene,21,51,"['Psychic', 'Fairy']",It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,Hatterene.png,57,90,95,136,103,29
859,Impidimp,4,55,"['Dark', 'Fairy']","Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",Impidimp.png,45,45,30,55,40,50
860,Morgrem,8,125,"['Dark', 'Fairy']","When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",Morgrem.png,65,60,45,75,55,70
861,Grimmsnarl,15,610,"['Dark', 'Fairy']","With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",Grimmsnarl.png,95,120,65,95,75,60
862,Obstagoon,16,460,"['Dark', 'Normal']",Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,Obstagoon.png,93,90,101,60,81,95
863,Perrserker,8,280,['Steel'],What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,Perrserker.png,70,110,100,50,60,50
864,Cursola,10,4,['Ghost'],Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,Cursola.png,60,95,50,145,130,30
865,Sirfetchd,8,1170,['Fighting'],"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",Sirfetchd.png,62,135,95,68,82,65
866,Mr-rime,15,582,"['Ice', 'Psychic']",It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,Mr-rime.png,80,85,75,110,100,70
867,Runerigus,16,666,"['Ground', 'Ghost']","A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",Runerigus.png,58,95,145,50,105,30
868,Milcery,2,3,['Fairy'],This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,Milcery.png,45,40,40,50,61,34
869,Alcremie,3,5,['Fairy'],"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",Alcremie.png,65,60,75,110,121,64
870,Falinks,30,620,['Fighting'],"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",Falinks.png,65,100,100,70,60,75
871,Pincurchin,3,10,['Electric'],"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",Pincurchin.png,48,101,95,91,85,15
872,Snom,3,38,"['Ice', 'Bug']","It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",Snom.png,30,25,35,45,30,20
874,Stonjourner,25,5200,['Rock'],"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",Stonjourner.png,100,125,135,20,20,70
875,Eiscue-ice,14,890,['Ice'],It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,Eiscue-ice.png,75,80,110,65,90,50
876,Indeedee-male,9,280,"['Psychic', 'Normal']","It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",Indeedee-male.png,60,65,55,105,95,95
877,Morpeko-full-belly,3,30,"['Electric', 'Dark']","As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",Morpeko-full-belly.png,58,95,58,70,58,97
878,Cufant,12,1000,['Steel'],"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",Cufant.png,72,80,49,40,49,40
879,Copperajah,30,6500,['Steel'],They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,Copperajah.png,122,130,69,80,69,30
880,Dracozolt,18,1900,"['Electric', 'Dragon']","In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",Dracozolt.png,90,100,90,80,70,75
881,Arctozolt,23,1500,"['Electric', 'Ice']",The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,Arctozolt.png,90,100,90,90,80,55
882,Dracovish,23,2150,"['Water', 'Dragon']",Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,Dracovish.png,90,90,100,70,80,75
883,Arctovish,20,1750,"['Water', 'Ice']","Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",Arctovish.png,90,90,100,80,90,55
884,Duraludon,18,400,"['Steel', 'Dragon']","Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",Duraludon.png,70,95,115,120,50,85
885,Dreepy,5,20,"['Dragon', 'Ghost']","After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",Dreepy.png,28,60,30,40,30,82
886,Drakloak,14,110,"['Dragon', 'Ghost']",It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,Drakloak.png,68,80,50,60,50,102
887,Dragapult,30,500,"['Dragon', 'Ghost']","When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",Dragapult.png,88,120,75,100,75,142
888,Zacian,28,1100,['Fairy'],"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",Zacian.png,92,130,115,80,115,138
889,Zamazenta,29,2100,['Fighting'],"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",Zamazenta.png,92,130,115,80,115,138
890,Eternatus,200,9500,"['Poison', 'Dragon']",The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,Eternatus.png,140,85,95,145,95,130
891,Kubfu,6,120,['Fighting'],Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,Kubfu.png,60,90,60,53,50,72
892,Urshifu-single-strike,19,1050,"['Fighting', 'Dark']",This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,Urshifu-single-strike.png,100,130,100,63,60,97
893,Zarude,18,700,"['Dark', 'Grass']","Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",Zarude.png,105,120,105,70,95,105
894,Regieleki,12,1450,['Electric'],This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,Regieleki.png,80,100,50,100,50,200
895,Regidrago,21,2000,['Dragon'],An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,Regidrago.png,200,100,50,100,50,80
896,Glastrier,22,8000,['Ice'],"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",Glastrier.png,100,145,130,65,110,30
897,Spectrier,20,445,['Ghost'],It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,Spectrier.png,100,65,60,145,80,130
898,Calyrex,11,77,"['Psychic', 'Grass']","Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",Calyrex.png,100,80,80,80,80,80
899,Wyrdeer,18,951,"['Normal', 'Psychic']",The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,Wyrdeer.png,103,105,72,105,75,65
900,Kleavor,18,890,"['Bug', 'Rock']","A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",Kleavor.png,70,135,95,45,70,85
901,Ursaluna,24,2900,"['Ground', 'Normal']",I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,Ursaluna.png,130,140,105,45,80,50
902,Basculegion-male,30,1100,"['Water', 'Ghost']",Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,Basculegion-male.png,120,112,65,80,75,78
903,Sneasler,13,430,"['Fighting', 'Poison']","Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",Sneasler.png,80,130,60,40,80,120
904,Overqwil,25,605,"['Dark', 'Poison']",Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,Overqwil.png,85,115,95,65,65,85
905,Enamorus-incarnate,16,480,"['Fairy', 'Flying']","When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",Enamorus-incarnate.png,74,115,70,135,80,106
906,Sprigatito,4,41,['Grass'],"Sprigatito is a Grass-type Pokémon, evolving into Floragato. Sprigatito is a small, sprout-like Pokémon known for its agility and quick movements.",Sprigatito.png,40,61,54,45,45,65
907,Floragato,9,122,['Grass'],"Floragato is a Grass-type Pokémon, evolving from Sprigatito. This graceful and flowery Pokémon is known for its vibrant appearance and powerful Grass-type moves.",Floragato.png,61,80,63,60,63,83
908,Meowscarada,15,312,"['Grass', 'Dark']","Meowscarada is a Grass/Dark-type Pokémon with a mischievous nature. Evolving from Floragato, it uses its dark powers and sharp claws to intimidate opponents.",Meowscarada.png,76,110,70,81,70,123
909,Fuecoco,4,98,['Fire'],"Fuecoco is a Fire-type Pokémon, evolving into Crocalor. Fuecoco is a small, fiery creature known for its energetic and passionate nature.",Fuecoco.png,67,45,59,63,40,36
910,Crocalor,10,307,['Fire'],"Crocalor is a Fire-type Pokémon, evolving from Fuecoco. This Pokémon grows into a powerful fire-based creature with a fearsome appearance.",Crocalor.png,81,55,78,90,58,49
911,Skeledirge,16,3265,"['Fire', 'Ghost']","Skeledirge is a Fire/Ghost-type Pokémon, evolving from Crocalor. It is a skeletal and ghostly Pokémon with a haunting presence.",Skeledirge.png,104,75,100,110,75,66
912,Quaxly,5,61,['Water'],"Quaxly is a Water-type Pokémon, evolving into Quaxwell. This duck-like Pokémon is known for its love of water and its swift swimming abilities.",Quaxly.png,55,65,45,50,45,50
913,Quaxwell,12,215,['Water'],"Quaxwell is a Water-type Pokémon, evolving from Quaxly. As it evolves, Quaxwell becomes a larger and more powerful water-based Pokémon.",Quaxwell.png,70,85,65,65,60,65
914,Quaquaval,18,619,"['Water', 'Fighting']","Quaquaval is a Water/Fighting-type Pokémon, evolving from Quaxwell. This evolved form gains the Fighting type and becomes a formidable opponent in battles.",Quaquaval.png,85,120,80,85,75,85
915,Lechonk,5,102,['Normal'],"Lechonk is a Normal-type Pokémon, evolving into Oinkologne. This small, piglet-like Pokémon is known for its playful and friendly demeanor.",Lechonk.png,54,45,40,35,45,35
916,Oinkologne,10,1200,['Normal'],"Oinkologne is a Normal-type Pokémon, evolving from Lechonk. As it evolves, Oinkologne becomes a larger and sturdier pig Pokémon.",Oinkologne.png,110,100,75,59,80,65
917,Tarountula,3,40,['Bug'],Tarountula is a Bug-type Pokémon. This spider-like Pokémon is known for its web-spinning abilities and agility.,Tarountula.png,35,41,45,29,40,20
918,Spidops,10,165,['Bug'],"Spidops is a Bug-type Pokémon, evolving from Tarountula. It becomes a larger and more formidable spider Pokémon with increased strength.",Spidops.png,60,79,92,52,86,35
919,Nymble,2,10,['Bug'],"Nymble is a Bug-type Pokémon. Despite its small size, Nymble is known for its quick movements and evasive maneuvers.",Nymble.png,33,46,40,21,25,45
920,Lokix,10,175,"['Bug', 'Dark']","Lokix is a Bug/Dark-type Pokémon, evolving from Nymble. This mischievous and dark Pokémon gains the Dark type as it evolves.",Lokix.png,71,102,78,52,55,92
921,Pawmi,3,25,['Electric'],"Pawmi is an Electric-type Pokémon, evolving into Pawmo. This small, kitten-like Pokémon is known for its static electricity.",Pawmi.png,45,50,20,40,25,60
922,Pawmo,4,65,"['Electric', 'Fighting']","Pawmo is an Electric/Fighting-type Pokémon, evolving from Pawmi. It gains the Fighting type and becomes a more powerful and energetic Pokémon.",Pawmo.png,60,75,40,50,40,85
923,Pawmot,9,410,"['Electric', 'Fighting']","Pawmot is an Electric/Fighting-type Pokémon, evolving from Pawmo. This evolved form is known for its strong punches and lightning-fast movements.",Pawmot.png,70,115,70,70,60,105
924,Tandemaus,3,18,['Normal'],Tandemaus is a Normal-type Pokémon. This small mouse Pokémon is known for its agility and ability to work well in pairs.,Tandemaus.png,50,50,45,40,45,75
925,Maushold,3,23,['Normal'],"Maushold is a Normal-type Pokémon, evolving from Tandemaus. It becomes a larger and more mature mouse Pokémon with increased strength.",Maushold.png,74,75,70,65,75,111
926,Fidough,3,109,['Fairy'],"Fidough is a Fairy-type Pokémon. This small, dough-like Pokémon is known for its sweet and gentle nature.",Fidough.png,37,55,70,30,55,65
927,Dachsbun,5,149,['Fairy'],"Dachsbun is a Fairy-type Pokémon, evolving from Fidough. It becomes a larger and more rabbit-like Pokémon with increased magical abilities.",Dachsbun.png,57,80,115,50,80,95
928,Smoliv,3,65,"['Grass', 'Normal']","Smoliv is a Grass/Normal-type Pokémon. This small, olive-like Pokémon is known for its connection to nature and its peaceful demeanor.",Smoliv.png,41,35,45,58,51,30
929,Dolliv,6,119,"['Grass', 'Normal']","Dolliv is a Grass/Normal-type Pokémon, evolving from Smoliv. It becomes a larger and more elegant Pokémon with increased Grass-type powers.",Dolliv.png,52,53,60,78,78,33
930,Arboliva,14,482,"['Grass', 'Normal']","Arboliva is a Grass/Normal-type Pokémon, evolving from Dolliv. This fully evolved form is a majestic tree Pokémon with powerful nature-based moves.",Arboliva.png,78,69,90,125,109,39
931,Squawkabilly,6,24,"['Normal', 'Flying']",Squawkabilly is a Normal/Flying-type Pokémon. This bird-like Pokémon is known for its melodic squawks and graceful flying abilities.,Squawkabilly.png,82,96,51,45,51,92
932,Nacli,4,160,['Rock'],"Nacli is a Rock-type Pokémon. This small, crystal-like Pokémon is known for its resilience and connection to the earth.",Nacli.png,55,55,75,35,35,25
933,Naclstack,6,1050,['Rock'],"Naclstack is a Rock-type Pokémon, evolving from Nacli. It becomes a larger and more formidable rock-based Pokémon.",Naclstack.png,60,60,100,35,65,35
934,Garganacl,23,2400,['Rock'],"Garganacl is a Rock-type Pokémon, evolving from Naclstack. This fully evolved form is a massive and imposing rock creature.",Garganacl.png,100,100,130,45,90,35
936,Armarouge,15,850,"['Fire', 'Psychic']",Armarouge is a Fire/Psychic-type Pokémon. This fiery and psychic Pokémon is known for its mystical powers and strong connection to the mind.,Armarouge.png,85,60,100,125,80,75
937,Ceruledge,16,620,"['Fire', 'Ghost']","Ceruledge is a Fire/Ghost-type Pokémon, evolving from Armarouge. It becomes a spectral and fiery creature with increased ghostly powers.",Ceruledge.png,75,125,80,60,100,85
938,Tadbulb,3,4,['Electric'],"Tadbulb is an Electric-type Pokémon, evolving into Bellibolt. This small, tadpole-like Pokémon is known for its energetic and shocking abilities.",Tadbulb.png,61,31,41,59,35,45
939,Bellibolt,12,1130,['Electric'],"Bellibolt is an Electric-type Pokémon, evolving from Tadbulb. It becomes a larger and more powerful electric Pokémon with increased voltage.",Bellibolt.png,109,64,91,103,83,45
940,Wattrel,4,36,"['Electric', 'Flying']","Wattrel is an Electric/Flying-type Pokémon, evolving from Bellibolt. This evolved form gains the Flying type and becomes a swift and agile Pokémon.",Wattrel.png,40,40,35,55,40,70
941,Kilowattrel,14,386,"['Electric', 'Flying']","Kilowattrel is an Electric/Flying-type Pokémon, evolving from Wattrel. It becomes a larger and more majestic electric bird Pokémon.",Kilowattrel.png,70,70,60,105,60,125
942,Maschiff,5,160,['Dark'],"Maschiff is a Dark-type Pokémon. This small, mischievous creature is known for its dark powers and tricky nature.",Maschiff.png,60,78,60,40,51,51
943,Mabosstiff,11,610,['Dark'],"Mabosstiff is a Dark-type Pokémon, evolving from Maschiff. It becomes a larger and more formidable dark Pokémon with increased strength.",Mabosstiff.png,80,120,90,60,70,85
944,Shroodle,2,7,"['Poison', 'Normal']","Shroodle is a Poison/Normal-type Pokémon. This small, mushroom-like Pokémon is known for its toxic spores and resilient nature.",Shroodle.png,40,65,35,40,35,75
945,Grafaiai,7,272,"['Poison', 'Normal']","Grafaiai is a Poison/Normal-type Pokémon, evolving from Shroodle. It becomes a larger and more toxic Pokémon with increased poison-based moves.",Grafaiai.png,63,95,65,80,72,110
946,Bramblin,6,6,"['Grass', 'Ghost']","Bramblin is a Grass/Ghost-type Pokémon. This small, thorn-covered creature is known for its connection to the spirit world and nature.",Bramblin.png,40,65,30,45,35,60
947,Brambleghast,12,60,"['Grass', 'Ghost']","Brambleghast is a Grass/Ghost-type Pokémon, evolving from Bramblin. It becomes a spectral and ghostly Pokémon with increased powers over nature.",Brambleghast.png,55,115,70,80,70,90
948,Toedscool,9,330,"['Ground', 'Grass']","Toedscool is a Ground/Grass-type Pokémon. This small, toad-like Pokémon is known for its connection to the earth and its ability to manipulate plants.",Toedscool.png,40,40,35,50,100,70
949,Toedscruel,19,580,"['Ground', 'Grass']","Toedscruel is a Ground/Grass-type Pokémon, evolving from Toedscool. It becomes a larger and more formidable Pokémon with increased control over the earth and plants.",Toedscruel.png,80,70,65,80,120,100
950,Klawf,13,790,['Rock'],"Klawf is a Rock-type Pokémon. This small, clawed creature is known for its sharp claws and rocky exterior.",Klawf.png,70,100,115,35,55,75
951,Capsakid,3,30,['Grass'],"Capsakid is a Grass-type Pokémon. This small, seed-like Pokémon is known for its resilience and ability to grow into larger plants.",Capsakid.png,50,62,40,62,40,50
952,Scovillain,9,150,"['Grass', 'Fire']","Scovillain is a Grass/Fire-type Pokémon, evolving from Capsakid. It becomes a larger and more fiery Pokémon with increased control over flames.",Scovillain.png,65,108,65,108,65,75
