pokemon1,pokemon2,move,helper
Kommo-o,Arcanine,"The best move would be Close Combat. You can cover up the damage with something like a Salamence/Dragonite/Dragapult in the middle. If you want to switch, you can into a Primarina/Rhyperior to kill Arcanine.",
Kommo-o,Sneasler,"The best move would be Clangorous Soul + Outrage. It kills, so no worries! The opponent can switch in a Primarina any time, so beware of it and switch in a Metagross to kill it.",
Kommo-o,Kangaskhan,"The best move would be Close Combat. Perf bulk Kangaskhan or 30 HP, 31 Def Kangaskhan can tank any non-Adamant Kommo-o on Impish Mint. If you are Adamant Mint, you win no matter what. You can also switch in a Rhyperior/Metagross if you want to save Kommo-o.",
Kommo-o,Feraligatr,"The best move would be Close Combat + Close Combat. It kills, so no worries!",
Kommo-o,Mamoswine,"The best move would be Close Combat. You always win unless non-Speed Mint and opponent Speed Mint. Mamoswine tanks Close Combat on Impish Mint if Kommo-o is not Adamant. Always gets OHKOed by Adamant Kommo-o, but if Jolly, gets an Ice Fang on Kommo-o.",
Kommo-o,Pyroar,"The best move would be Close Combat. It kills, so no worries!",
Kommo-o,Delphox,The best move would be to switch into a Dragapult or go straight and cover up damage with a Dragapult/Garchomp/Golisopod. You lose without giving damage.,
Kommo-o,Haxorus,The best move would be to switch in a Grimmsnarl/Primarina (50/50 on Outrage/Giga Impact).,
Kommo-o,Spiritomb,"The best move would be Clanging Scales + Outrage. It kills, so no worries!",
Kommo-o,Darmanitan,"The best move would be Close Combat. If you are Jolly and opponent isn't Jolly, you win. If you aren't Jolly, opponent wins.",
Kommo-o,Falinks,"The best move would be Double Close Combat. It kills, so no worries!",
Kommo-o,Bewear,"The best move would be Close Combat. It 2KOs, so no worries! If you are Adamant, it always OHKOs. If you aren't Adamant, it OHKOs as long as Bewear isn't Impish.",
Kommo-o,Galarian Darmanitan,"The best move would be Close Combat. Kommo-o always kills if Jolly and opponent isn't Jolly. 30 HP and 31 Def Garchomp tanks Kommo-o after Superpower and 2KOs. You can cover up the damage with a priority move user in the middle, as Garchomp is left at very low HP. You can also switch in a Metagross/Golisopod if you want to save Kommo-o with full HP.",
Kommo-o,Drednaw,"The best move Double Close Combat. It kills, so no worries!",
Kommo-o,Staraptor,"The best move would be to switch into a Metagross if you have it, as Kommo-o gets OHKOed unless Impish. Always gets OHKOed by Adamant (even Impish gets OHKOed).",
Kommo-o,Sirfetch'd,"The best move would be Double Close Combat. It kills, so no worries!",
Kommo-o,Porygon-Z,"The best move would be Close Combat. It kills, so no worries!",
Kommo-o,Archeops,,
Kommo-o,Cryogonal,,
Kommo-o,Tyrantrum,,
Kommo-o,Rhyperior,,
Kommo-o,Rillaboom,,
Kommo-o,Ursaluna,,
Kommo-o,Tauros,,
Kommo-o,Baxcalibur,,
Kommo-o,Scream Tail,,
Kommo-o,Gholdengo,,
Kommo-o,Dondozo,,
Kommo-o,Iron Treads,,
Kommo-o,Iron Thorns,,
Kommo-o,Sandy Shocks,,
Kommo-o,Iron Bundle,,
Kommo-o,Iron Valiant,,
Kommo-o,Annihilape,,
Kommo-o,Iron Jugulis,,
Grimmsnarl,Golisopod,,
Grimmsnarl,Metagross,,
Grimmsnarl,Primarina,,
Grimmsnarl,Garchomp,,
Grimmsnarl,Dragapult,,
Grimmsnarl,Dragonite,,
Grimmsnarl,Braviary,,
Grimmsnarl,Kommo-o,,
Grimmsnarl,Grimmsnarl,,
Grimmsnarl,Salamence,,
Grimmsnarl,Arcanine,,
Grimmsnarl,Sneasler,,
Grimmsnarl,Kangaskhan,,
Grimmsnarl,Feraligatr,,
Grimmsnarl,Mamoswine,,
Grimmsnarl,Pyroar,,
Grimmsnarl,Delphox,,
Grimmsnarl,Haxorus,,
Grimmsnarl,Spiritomb,,
Grimmsnarl,Darmanitan,,
Grimmsnarl,Falinks,,
Grimmsnarl,Bewear,,
Grimmsnarl,Galarian Darmanitan,,
Grimmsnarl,Drednaw,,
Grimmsnarl,Staraptor,,
Grimmsnarl,Sirfetch'd,,
Grimmsnarl,Porygon-Z,,
Grimmsnarl,Archeops,,
Grimmsnarl,Cryogonal,,
Grimmsnarl,Tyrantrum,,
Grimmsnarl,Rhyperior,,
Grimmsnarl,Rillaboom,,
Grimmsnarl,Ursaluna,,
Grimmsnarl,Tauros,,
Grimmsnarl,Baxcalibur,,
Grimmsnarl,Scream Tail,,
Grimmsnarl,Gholdengo,,
Grimmsnarl,Dondozo,,
Grimmsnarl,Iron Treads,,
Grimmsnarl,Iron Thorns,,
Grimmsnarl,Sandy Shocks,,
Grimmsnarl,Iron Bundle,,
Grimmsnarl,Iron Valiant,,
Grimmsnarl,Annihilape,,
Grimmsnarl,Iron Jugulis,,
Salamence,Golisopod,,
Salamence,Metagross,,
Salamence,Primarina,,
Salamence,Garchomp,,
Salamence,Dragapult,,
Salamence,Dragonite,,
Salamence,Braviary,,
Salamence,Kommo-o,,
Salamence,Grimmsnarl,,
Salamence,Salamence,,
Salamence,Arcanine,,
Salamence,Sneasler,,
Salamence,Kangaskhan,,
Salamence,Feraligatr,,
Salamence,Mamoswine,,
Salamence,Pyroar,,
Salamence,Delphox,,
Salamence,Haxorus,,
Salamence,Spiritomb,,
Salamence,Darmanitan,,
Salamence,Falinks,,
Salamence,Bewear,,
Salamence,Galarian Darmanitan,,
Salamence,Drednaw,,
Salamence,Staraptor,,
Salamence,Sirfetch'd,,
Salamence,Porygon-Z,,
Salamence,Archeops,,
Salamence,Cryogonal,,
Salamence,Tyrantrum,,
Salamence,Rhyperior,,
Salamence,Rillaboom,,
Salamence,Ursaluna,,
Salamence,Tauros,,
Salamence,Baxcalibur,,
Salamence,Scream Tail,,
Salamence,Gholdengo,,
Salamence,Dondozo,,
Salamence,Iron Treads,,
Salamence,Iron Thorns,,
Salamence,Sandy Shocks,,
Salamence,Iron Bundle,,
Salamence,Iron Valiant,,
Salamence,Annihilape,,
Salamence,Iron Jugulis,,
Arcanine,Golisopod,,
Arcanine,Metagross,,
Arcanine,Primarina,,
Arcanine,Garchomp,,
Arcanine,Dragapult,,
Arcanine,Dragonite,,
Arcanine,Braviary,,
Arcanine,Kommo-o,,
Arcanine,Grimmsnarl,,
Arcanine,Salamence,,
Arcanine,Arcanine,,
Arcanine,Sneasler,,
Arcanine,Kangaskhan,,
Arcanine,Feraligatr,,
Arcanine,Mamoswine,,
Arcanine,Pyroar,,
Arcanine,Delphox,,
Arcanine,Haxorus,,
Arcanine,Spiritomb,,
Arcanine,Darmanitan,,
Arcanine,Falinks,,
Arcanine,Bewear,,
Arcanine,Galarian Darmanitan,,
Arcanine,Drednaw,,
Arcanine,Staraptor,,
Arcanine,Sirfetch'd,,
Arcanine,Porygon-Z,,
Arcanine,Archeops,,
Arcanine,Cryogonal,,
Arcanine,Tyrantrum,,
Arcanine,Rhyperior,,
Arcanine,Rillaboom,,
Arcanine,Ursaluna,,
Arcanine,Tauros,,
Arcanine,Baxcalibur,,
Arcanine,Scream Tail,,
Arcanine,Gholdengo,,
Arcanine,Dondozo,,
Arcanine,Iron Treads,,
Arcanine,Iron Thorns,,
Arcanine,Sandy Shocks,,
Arcanine,Iron Bundle,,
Arcanine,Iron Valiant,,
Arcanine,Annihilape,,
Arcanine,Iron Jugulis,,
Sneasler,Golisopod,,
Sneasler,Metagross,,
Sneasler,Primarina,,
Sneasler,Garchomp,,
Sneasler,Dragapult,,
Sneasler,Dragonite,,
Sneasler,Braviary,,
Sneasler,Kommo-o,,
Sneasler,Grimmsnarl,,
Sneasler,Salamence,,
Sneasler,Arcanine,,
Sneasler,Sneasler,,
Sneasler,Kangaskhan,,
Sneasler,Feraligatr,,
Sneasler,Mamoswine,,
Sneasler,Pyroar,,
Sneasler,Delphox,,
Sneasler,Haxorus,,
Sneasler,Spiritomb,,
Sneasler,Darmanitan,,
Sneasler,Falinks,,
Sneasler,Bewear,,
Sneasler,Galarian Darmanitan,,
Sneasler,Drednaw,,
Sneasler,Staraptor,,
Sneasler,Sirfetch'd,,
Sneasler,Porygon-Z,,
Sneasler,Archeops,,
Sneasler,Cryogonal,,
Sneasler,Tyrantrum,,
Sneasler,Rhyperior,,
Sneasler,Rillaboom,,
Sneasler,Ursaluna,,
Sneasler,Tauros,,
Sneasler,Baxcalibur,,
Sneasler,Scream Tail,,
Sneasler,Gholdengo,,
Sneasler,Dondozo,,
Sneasler,Iron Treads,,
Sneasler,Iron Thorns,,
Sneasler,Sandy Shocks,,
Sneasler,Iron Bundle,,
Sneasler,Iron Valiant,,
Sneasler,Annihilape,,
Sneasler,Iron Jugulis,,
Kangaskhan,Golisopod,,
Kangaskhan,Metagross,,
Kangaskhan,Primarina,,
Kangaskhan,Garchomp,,
Kangaskhan,Dragapult,,
Kangaskhan,Dragonite,,
Kangaskhan,Braviary,,
Kangaskhan,Kommo-o,,
Kangaskhan,Grimmsnarl,,
Kangaskhan,Salamence,,
Kangaskhan,Arcanine,,
Kangaskhan,Sneasler,,
Kangaskhan,Kangaskhan,,
Kangaskhan,Feraligatr,,
Kangaskhan,Mamoswine,,
Kangaskhan,Pyroar,,
Kangaskhan,Delphox,,
Kangaskhan,Haxorus,,
Kangaskhan,Spiritomb,,
Kangaskhan,Darmanitan,,
Kangaskhan,Falinks,,
Kangaskhan,Bewear,,
Kangaskhan,Galarian Darmanitan,,
Kangaskhan,Drednaw,,
Kangaskhan,Staraptor,,
Kangaskhan,Sirfetch'd,,
Kangaskhan,Porygon-Z,,
Kangaskhan,Archeops,,
Kangaskhan,Cryogonal,,
Kangaskhan,Tyrantrum,,
Kangaskhan,Rhyperior,,
Kangaskhan,Rillaboom,,
Kangaskhan,Ursaluna,,
Kangaskhan,Tauros,,
Kangaskhan,Baxcalibur,,
Kangaskhan,Scream Tail,,
Kangaskhan,Gholdengo,,
Kangaskhan,Dondozo,,
Kangaskhan,Iron Treads,,
Kangaskhan,Iron Thorns,,
Kangaskhan,Sandy Shocks,,
Kangaskhan,Iron Bundle,,
Kangaskhan,Iron Valiant,,
Kangaskhan,Annihilape,,
Kangaskhan,Iron Jugulis,,
Feraligatr,Golisopod,,
Feraligatr,Metagross,,
Feraligatr,Primarina,,
Feraligatr,Garchomp,,
Feraligatr,Dragapult,,
Feraligatr,Dragonite,,
Feraligatr,Braviary,,
Feraligatr,Kommo-o,,
Feraligatr,Grimmsnarl,,
Feraligatr,Salamence,,
Feraligatr,Arcanine,,
Feraligatr,Sneasler,,
Feraligatr,Kangaskhan,,
Feraligatr,Feraligatr,,
Feraligatr,Mamoswine,,
Feraligatr,Pyroar,,
Feraligatr,Delphox,,
Feraligatr,Haxorus,,
Feraligatr,Spiritomb,,
Feraligatr,Darmanitan,,
Feraligatr,Falinks,,
Feraligatr,Bewear,,
Feraligatr,Galarian Darmanitan,,
Feraligatr,Drednaw,,
Feraligatr,Staraptor,,
Feraligatr,Sirfetch'd,,
Feraligatr,Porygon-Z,,
Feraligatr,Archeops,,
Feraligatr,Cryogonal,,
Feraligatr,Tyrantrum,,
Feraligatr,Rhyperior,,
Feraligatr,Rillaboom,,
Feraligatr,Ursaluna,,
Feraligatr,Tauros,,
Feraligatr,Baxcalibur,,
Feraligatr,Scream Tail,,
Feraligatr,Gholdengo,,
Feraligatr,Dondozo,,
Feraligatr,Iron Treads,,
Feraligatr,Iron Thorns,,
Feraligatr,Sandy Shocks,,
Feraligatr,Iron Bundle,,
Feraligatr,Iron Valiant,,
Feraligatr,Annihilape,,
Feraligatr,Iron Jugulis,,
Mamoswine,Golisopod,,
Mamoswine,Metagross,,
Mamoswine,Primarina,,
Mamoswine,Garchomp,,
Mamoswine,Dragapult,,
Mamoswine,Dragonite,,
Mamoswine,Braviary,,
Mamoswine,Kommo-o,,
Mamoswine,Grimmsnarl,,
Mamoswine,Salamence,,
Mamoswine,Arcanine,,
Mamoswine,Sneasler,,
Mamoswine,Kangaskhan,,
Mamoswine,Feraligatr,,
Mamoswine,Mamoswine,,
Mamoswine,Pyroar,,
Mamoswine,Delphox,,
Mamoswine,Haxorus,,
Mamoswine,Spiritomb,,
Mamoswine,Darmanitan,,
Mamoswine,Falinks,,
Mamoswine,Bewear,,
Mamoswine,Galarian Darmanitan,,
Mamoswine,Drednaw,,
Mamoswine,Staraptor,,
Mamoswine,Sirfetch'd,,
Mamoswine,Porygon-Z,,
Mamoswine,Archeops,,
Mamoswine,Cryogonal,,
Mamoswine,Tyrantrum,,
Mamoswine,Rhyperior,,
Mamoswine,Rillaboom,,
Mamoswine,Ursaluna,,
Mamoswine,Tauros,,
Mamoswine,Baxcalibur,,
Mamoswine,Scream Tail,,
Mamoswine,Gholdengo,,
Mamoswine,Dondozo,,
Mamoswine,Iron Treads,,
Mamoswine,Iron Thorns,,
Mamoswine,Sandy Shocks,,
Mamoswine,Iron Bundle,,
Mamoswine,Iron Valiant,,
Mamoswine,Annihilape,,
Mamoswine,Iron Jugulis,,
Pyroar,Golisopod,,
Pyroar,Metagross,,
Pyroar,Primarina,,
Pyroar,Garchomp,,
Pyroar,Dragapult,,
Pyroar,Dragonite,,
Pyroar,Braviary,,
Pyroar,Kommo-o,,
Pyroar,Grimmsnarl,,
Pyroar,Salamence,,
Pyroar,Arcanine,,
Pyroar,Sneasler,,
Pyroar,Kangaskhan,,
Pyroar,Feraligatr,,
Pyroar,Mamoswine,,
Pyroar,Pyroar,,
Pyroar,Delphox,,
Pyroar,Haxorus,,
Pyroar,Spiritomb,,
Pyroar,Darmanitan,,
Pyroar,Falinks,,
Pyroar,Bewear,,
Pyroar,Galarian Darmanitan,,
Pyroar,Drednaw,,
Pyroar,Staraptor,,
Pyroar,Sirfetch'd,,
Pyroar,Porygon-Z,,
Pyroar,Archeops,,
Pyroar,Cryogonal,,
Pyroar,Tyrantrum,,
Pyroar,Rhyperior,,
Pyroar,Rillaboom,,
Pyroar,Ursaluna,,
Pyroar,Tauros,,
Pyroar,Baxcalibur,,
Pyroar,Scream Tail,,
Pyroar,Gholdengo,,
Pyroar,Dondozo,,
Pyroar,Iron Treads,,
Pyroar,Iron Thorns,,
Pyroar,Sandy Shocks,,
Pyroar,Iron Bundle,,
Pyroar,Iron Valiant,,
Pyroar,Annihilape,,
Pyroar,Iron Jugulis,,
Delphox,Golisopod,,
Delphox,Metagross,,
Delphox,Primarina,,
Delphox,Garchomp,,
Delphox,Dragapult,,
Delphox,Dragonite,,
Delphox,Braviary,,
Delphox,Kommo-o,,
Delphox,Grimmsnarl,,
Delphox,Salamence,,
Delphox,Arcanine,,
Delphox,Sneasler,,
Delphox,Kangaskhan,,
Delphox,Feraligatr,,
Delphox,Mamoswine,,
Delphox,Pyroar,,
Delphox,Delphox,,
Delphox,Haxorus,,
Delphox,Spiritomb,,
Delphox,Darmanitan,,
Delphox,Falinks,,
Delphox,Bewear,,
Delphox,Galarian Darmanitan,,
Delphox,Drednaw,,
Delphox,Staraptor,,
Delphox,Sirfetch'd,,
Delphox,Porygon-Z,,
Delphox,Archeops,,
Delphox,Cryogonal,,
Delphox,Tyrantrum,,
Delphox,Rhyperior,,
Delphox,Rillaboom,,
Delphox,Ursaluna,,
Delphox,Tauros,,
Delphox,Baxcalibur,,
Delphox,Scream Tail,,
Delphox,Gholdengo,,
Delphox,Dondozo,,
Delphox,Iron Treads,,
Delphox,Iron Thorns,,
Delphox,Sandy Shocks,,
Delphox,Iron Bundle,,
Delphox,Iron Valiant,,
Delphox,Annihilape,,
Delphox,Iron Jugulis,,
Haxorus,Golisopod,,
Haxorus,Metagross,,
Haxorus,Primarina,,
Haxorus,Garchomp,,
Haxorus,Dragapult,,
Haxorus,Dragonite,,
Haxorus,Braviary,,
Haxorus,Kommo-o,,
Haxorus,Grimmsnarl,,
Haxorus,Salamence,,
Haxorus,Arcanine,,
Haxorus,Sneasler,,
Haxorus,Kangaskhan,,
Haxorus,Feraligatr,,
Haxorus,Mamoswine,,
Haxorus,Pyroar,,
Haxorus,Delphox,,
Haxorus,Haxorus,,
Haxorus,Spiritomb,,
Haxorus,Darmanitan,,
Haxorus,Falinks,,
Haxorus,Bewear,,
Haxorus,Galarian Darmanitan,,
Haxorus,Drednaw,,
Haxorus,Staraptor,,
Haxorus,Sirfetch'd,,
Haxorus,Porygon-Z,,
Haxorus,Archeops,,
Haxorus,Cryogonal,,
Haxorus,Tyrantrum,,
Haxorus,Rhyperior,,
Haxorus,Rillaboom,,
Haxorus,Ursaluna,,
Haxorus,Tauros,,
Haxorus,Baxcalibur,,
Haxorus,Scream Tail,,
Haxorus,Gholdengo,,
Haxorus,Dondozo,,
Haxorus,Iron Treads,,
Haxorus,Iron Thorns,,
Haxorus,Sandy Shocks,,
Haxorus,Iron Bundle,,
Haxorus,Iron Valiant,,
Haxorus,Annihilape,,
Haxorus,Iron Jugulis,,
Spiritomb,Golisopod,,
Spiritomb,Metagross,,
Spiritomb,Primarina,,
Spiritomb,Garchomp,,
Spiritomb,Dragapult,,
Spiritomb,Dragonite,,
Spiritomb,Braviary,,
Spiritomb,Kommo-o,,
Spiritomb,Grimmsnarl,,
Spiritomb,Salamence,,
Spiritomb,Arcanine,,
Spiritomb,Sneasler,,
Spiritomb,Kangaskhan,,
Spiritomb,Feraligatr,,
Spiritomb,Mamoswine,,
Spiritomb,Pyroar,,
Spiritomb,Delphox,,
Spiritomb,Haxorus,,
Spiritomb,Spiritomb,,
Spiritomb,Darmanitan,,
Spiritomb,Falinks,,
Spiritomb,Bewear,,
Spiritomb,Galarian Darmanitan,,
Spiritomb,Drednaw,,
Spiritomb,Staraptor,,
Spiritomb,Sirfetch'd,,
Spiritomb,Porygon-Z,,
Spiritomb,Archeops,,
Spiritomb,Cryogonal,,
Spiritomb,Tyrantrum,,
Spiritomb,Rhyperior,,
Spiritomb,Rillaboom,,
Spiritomb,Ursaluna,,
Spiritomb,Tauros,,
Spiritomb,Baxcalibur,,
Spiritomb,Scream Tail,,
Spiritomb,Gholdengo,,
Spiritomb,Dondozo,,
Spiritomb,Iron Treads,,
Spiritomb,Iron Thorns,,
Spiritomb,Sandy Shocks,,
Spiritomb,Iron Bundle,,
Spiritomb,Iron Valiant,,
Spiritomb,Annihilape,,
Spiritomb,Iron Jugulis,,
Darmanitan,Golisopod,,
Darmanitan,Metagross,,
Darmanitan,Primarina,,
Darmanitan,Garchomp,,
Darmanitan,Dragapult,,
Darmanitan,Dragonite,,
Darmanitan,Braviary,,
Darmanitan,Kommo-o,,
Darmanitan,Grimmsnarl,,
Darmanitan,Salamence,,
Darmanitan,Arcanine,,
Darmanitan,Sneasler,,
Darmanitan,Kangaskhan,,
Darmanitan,Feraligatr,,
Darmanitan,Mamoswine,,
Darmanitan,Pyroar,,
Darmanitan,Delphox,,
Darmanitan,Haxorus,,
Darmanitan,Spiritomb,,
Darmanitan,Darmanitan,,
Darmanitan,Falinks,,
Darmanitan,Bewear,,
Darmanitan,Galarian Darmanitan,,
Darmanitan,Drednaw,,
Darmanitan,Staraptor,,
Darmanitan,Sirfetch'd,,
Darmanitan,Porygon-Z,,
Darmanitan,Archeops,,
Darmanitan,Cryogonal,,
Darmanitan,Tyrantrum,,
Darmanitan,Rhyperior,,
Darmanitan,Rillaboom,,
Darmanitan,Ursaluna,,
Darmanitan,Tauros,,
Darmanitan,Baxcalibur,,
Darmanitan,Scream Tail,,
Darmanitan,Gholdengo,,
Darmanitan,Dondozo,,
Darmanitan,Iron Treads,,
Darmanitan,Iron Thorns,,
Darmanitan,Sandy Shocks,,
Darmanitan,Iron Bundle,,
Darmanitan,Iron Valiant,,
Darmanitan,Annihilape,,
Darmanitan,Iron Jugulis,,
Falinks,Golisopod,,
Falinks,Metagross,,
Falinks,Primarina,,
Falinks,Garchomp,,
Falinks,Dragapult,,
Falinks,Dragonite,,
Falinks,Braviary,,
Falinks,Kommo-o,,
Falinks,Grimmsnarl,,
Falinks,Salamence,,
Falinks,Arcanine,,
Falinks,Sneasler,,
Falinks,Kangaskhan,,
Falinks,Feraligatr,,
Falinks,Mamoswine,,
Falinks,Pyroar,,
Falinks,Delphox,,
Falinks,Haxorus,,
Falinks,Spiritomb,,
Falinks,Darmanitan,,
Falinks,Falinks,,
Falinks,Bewear,,
Falinks,Galarian Darmanitan,,
Falinks,Drednaw,,
Falinks,Staraptor,,
Falinks,Sirfetch'd,,
Falinks,Porygon-Z,,
Falinks,Archeops,,
Falinks,Cryogonal,,
Falinks,Tyrantrum,,
Falinks,Rhyperior,,
Falinks,Rillaboom,,
Falinks,Ursaluna,,
Falinks,Tauros,,
Falinks,Baxcalibur,,
Falinks,Scream Tail,,
Falinks,Gholdengo,,
Falinks,Dondozo,,
Falinks,Iron Treads,,
Falinks,Iron Thorns,,
Falinks,Sandy Shocks,,
Falinks,Iron Bundle,,
Falinks,Iron Valiant,,
Falinks,Annihilape,,
Falinks,Iron Jugulis,,
Bewear,Golisopod,,
Bewear,Metagross,,
Bewear,Primarina,,
Bewear,Garchomp,,
Bewear,Dragapult,,
Bewear,Dragonite,,
Bewear,Braviary,,
Bewear,Kommo-o,,
Bewear,Grimmsnarl,,
Bewear,Salamence,,
Bewear,Arcanine,,
Bewear,Sneasler,,
Bewear,Kangaskhan,,
Bewear,Feraligatr,,
Bewear,Mamoswine,,
Bewear,Pyroar,,
Bewear,Delphox,,
Bewear,Haxorus,,
Bewear,Spiritomb,,
Bewear,Darmanitan,,
Bewear,Falinks,,
Bewear,Bewear,,
Bewear,Galarian Darmanitan,,
Bewear,Drednaw,,
Bewear,Staraptor,,
Bewear,Sirfetch'd,,
Bewear,Porygon-Z,,
Bewear,Archeops,,
Bewear,Cryogonal,,
Bewear,Tyrantrum,,
Bewear,Rhyperior,,
Bewear,Rillaboom,,
Bewear,Ursaluna,,
Bewear,Tauros,,
Bewear,Baxcalibur,,
Bewear,Scream Tail,,
Bewear,Gholdengo,,
Bewear,Dondozo,,
Bewear,Iron Treads,,
Bewear,Iron Thorns,,
Bewear,Sandy Shocks,,
Bewear,Iron Bundle,,
Bewear,Iron Valiant,,
Bewear,Annihilape,,
Bewear,Iron Jugulis,,
Galarian Darmanitan,Golisopod,,
Galarian Darmanitan,Metagross,,
Galarian Darmanitan,Primarina,,
Galarian Darmanitan,Garchomp,,
Galarian Darmanitan,Dragapult,,
Galarian Darmanitan,Dragonite,,
Galarian Darmanitan,Braviary,,
Galarian Darmanitan,Kommo-o,,
Galarian Darmanitan,Grimmsnarl,,
Galarian Darmanitan,Salamence,,
Galarian Darmanitan,Arcanine,,
Galarian Darmanitan,Sneasler,,
Galarian Darmanitan,Kangaskhan,,
Galarian Darmanitan,Feraligatr,,
Galarian Darmanitan,Mamoswine,,
Galarian Darmanitan,Pyroar,,
Galarian Darmanitan,Delphox,,
Galarian Darmanitan,Haxorus,,
Galarian Darmanitan,Spiritomb,,
Galarian Darmanitan,Darmanitan,,
Galarian Darmanitan,Falinks,,
Galarian Darmanitan,Bewear,,
Galarian Darmanitan,Galarian Darmanitan,,
Galarian Darmanitan,Drednaw,,
Galarian Darmanitan,Staraptor,,
Galarian Darmanitan,Sirfetch'd,,
Galarian Darmanitan,Porygon-Z,,
Galarian Darmanitan,Archeops,,
Galarian Darmanitan,Cryogonal,,
Galarian Darmanitan,Tyrantrum,,
Galarian Darmanitan,Rhyperior,,
Galarian Darmanitan,Rillaboom,,
Galarian Darmanitan,Ursaluna,,
Galarian Darmanitan,Tauros,,
Galarian Darmanitan,Baxcalibur,,
Galarian Darmanitan,Scream Tail,,
Galarian Darmanitan,Gholdengo,,
Galarian Darmanitan,Dondozo,,
Galarian Darmanitan,Iron Treads,,
Galarian Darmanitan,Iron Thorns,,
Galarian Darmanitan,Sandy Shocks,,
Galarian Darmanitan,Iron Bundle,,
Galarian Darmanitan,Iron Valiant,,
Galarian Darmanitan,Annihilape,,
Galarian Darmanitan,Iron Jugulis,,
Drednaw,Golisopod,,
Drednaw,Metagross,,
Drednaw,Primarina,,
Drednaw,Garchomp,,
Drednaw,Dragapult,,
Drednaw,Dragonite,,
Drednaw,Braviary,,
Drednaw,Kommo-o,,
Drednaw,Grimmsnarl,,
Drednaw,Salamence,,
Drednaw,Arcanine,,
Drednaw,Sneasler,,
Drednaw,Kangaskhan,,
Drednaw,Feraligatr,,
Drednaw,Mamoswine,,
Drednaw,Pyroar,,
Drednaw,Delphox,,
Drednaw,Haxorus,,
Drednaw,Spiritomb,,
Drednaw,Darmanitan,,
Drednaw,Falinks,,
Drednaw,Bewear,,
Drednaw,Galarian Darmanitan,,
Drednaw,Drednaw,,
Drednaw,Staraptor,,
Drednaw,Sirfetch'd,,
Drednaw,Porygon-Z,,
Drednaw,Archeops,,
Drednaw,Cryogonal,,
Drednaw,Tyrantrum,,
Drednaw,Rhyperior,,
Drednaw,Rillaboom,,
Drednaw,Ursaluna,,
Drednaw,Tauros,,
Drednaw,Baxcalibur,,
Drednaw,Scream Tail,,
Drednaw,Gholdengo,,
Drednaw,Dondozo,,
Drednaw,Iron Treads,,
Drednaw,Iron Thorns,,
Drednaw,Sandy Shocks,,
Drednaw,Iron Bundle,,
Drednaw,Iron Valiant,,
Drednaw,Annihilape,,
Drednaw,Iron Jugulis,,
Staraptor,Golisopod,,
Staraptor,Metagross,,
Staraptor,Primarina,,
Staraptor,Garchomp,,
Staraptor,Dragapult,,
Staraptor,Dragonite,,
Staraptor,Braviary,,
Staraptor,Kommo-o,,
Staraptor,Grimmsnarl,,
Staraptor,Salamence,,
Staraptor,Arcanine,,
Staraptor,Sneasler,,
Staraptor,Kangaskhan,,
Staraptor,Feraligatr,,
Staraptor,Mamoswine,,
Staraptor,Pyroar,,
Staraptor,Delphox,,
Staraptor,Haxorus,,
Staraptor,Spiritomb,,
Staraptor,Darmanitan,,
Staraptor,Falinks,,
Staraptor,Bewear,,
Staraptor,Galarian Darmanitan,,
Staraptor,Drednaw,,
Staraptor,Staraptor,,
Staraptor,Sirfetch'd,,
Staraptor,Porygon-Z,,
Staraptor,Archeops,,
Staraptor,Cryogonal,,
Staraptor,Tyrantrum,,
Staraptor,Rhyperior,,
Staraptor,Rillaboom,,
Staraptor,Ursaluna,,
Staraptor,Tauros,,
Staraptor,Baxcalibur,,
Staraptor,Scream Tail,,
Staraptor,Gholdengo,,
Staraptor,Dondozo,,
Staraptor,Iron Treads,,
Staraptor,Iron Thorns,,
Staraptor,Sandy Shocks,,
Staraptor,Iron Bundle,,
Staraptor,Iron Valiant,,
Staraptor,Annihilape,,
Staraptor,Iron Jugulis,,
Sirfetch'd,Golisopod,,
Sirfetch'd,Metagross,,
Sirfetch'd,Primarina,,
Sirfetch'd,Garchomp,,
Sirfetch'd,Dragapult,,
Sirfetch'd,Dragonite,,
Sirfetch'd,Braviary,,
Sirfetch'd,Kommo-o,,
Sirfetch'd,Grimmsnarl,,
Sirfetch'd,Salamence,,
Sirfetch'd,Arcanine,,
Sirfetch'd,Sneasler,,
Sirfetch'd,Kangaskhan,,
Sirfetch'd,Feraligatr,,
Sirfetch'd,Mamoswine,,
Sirfetch'd,Pyroar,,
Sirfetch'd,Delphox,,
Sirfetch'd,Haxorus,,
Sirfetch'd,Spiritomb,,
Sirfetch'd,Darmanitan,,
Sirfetch'd,Falinks,,
Sirfetch'd,Bewear,,
Sirfetch'd,Galarian Darmanitan,,
Sirfetch'd,Drednaw,,
Sirfetch'd,Staraptor,,
Sirfetch'd,Sirfetch'd,,
Sirfetch'd,Porygon-Z,,
Sirfetch'd,Archeops,,
Sirfetch'd,Cryogonal,,
Sirfetch'd,Tyrantrum,,
Sirfetch'd,Rhyperior,,
Sirfetch'd,Rillaboom,,
Sirfetch'd,Ursaluna,,
Sirfetch'd,Tauros,,
Sirfetch'd,Baxcalibur,,
Sirfetch'd,Scream Tail,,
Sirfetch'd,Gholdengo,,
Sirfetch'd,Dondozo,,
Sirfetch'd,Iron Treads,,
Sirfetch'd,Iron Thorns,,
Sirfetch'd,Sandy Shocks,,
